"updated","url","name","score","phase","progress","summary","hashtag","contact_url","image_url","source_url","webpage_url","maintainer","event_url","event_name"
22.02.20,"https://db.schoolofdata.ch/project/51","Vivid conversation","0","Challenge","-1","What's needed to have a more vivid conversation on SWI-Website?",,,,,"https://md.schoolofdata.ch/x_vW_kqNTPeMUbvEulQCNQ?view","hubihack","https://db.schoolofdata.ch/event/4","Multilingual Media"
22.02.20,"https://db.schoolofdata.ch/project/49","Personalized Area","0","Challenge","-1","Offer a user a personalized view on relevant content",,,,"https://liip.invisionapp.com/share/49PP41XSNKC","https://md.schoolofdata.ch/Z7oB-8hWTtSAFXAKOqTfgA?view","hubihack","https://db.schoolofdata.ch/event/4","Multilingual Media"
"24.03.20","https://db.schoolofdata.ch/project/73","Kantonale COVID-19-Fallzahlen","124","Promoting","40","Offiziellen COVID-19-Fallzahlen aus alle Kantone der Schweiz verfügbar machen",,"https://team.opendata.ch/covid19mon/channels/covid19casedata","https://avatars1.githubusercontent.com/u/37435832?v=4","https://github.com/openZH/covid_19","https://www.web.statistik.zh.ch/covid19_dashboard/index.html#/","AndreasAmslerZH","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/72","Bewertung von Kontrollmassnahmen","100","Promoting","40","Verlässliche Daten über Massnahmen zur bekämpfung der Epidemie sammeln und ihre Wirksamkeit bewerten.",,"https://team.opendata.ch/covid19mon/channels/control-measures","https://avatars2.githubusercontent.com/u/25075981?v=4","https://github.com/baffelli/covid-2019-measures",,"bafe","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/68","Daten der Spitalinfrastruktur","92","Prototyping","20","Datensatzen über die verfügbare medizinische Infrastrukturen und Kapazitäten in der Schweiz",,"https://team.opendata.ch/covid19mon/channels/hospitals","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Sign_hospital.svg/486px-Sign_hospital.svg.png","https://github.com/schoolofdata-ch/swiss-hospital-data","https://db.schoolofdata.ch/project/68","Fabienne","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/62","Wirtschaftliche Aktivität","86","Supporting","50","Detailhandel Frequentierung oder Online Nutzung im Grundversorgungsbereich, Konsumentenstimmung",,"https://team.opendata.ch/covid19mon/channels/popular-times",,,"https://md.schoolofdata.ch/HP2ykGmpQXiUQJvQzkNYKg?view","mmznr","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/66","Frequenzen im ÖV, MIV und LV (Velo)","85","Supporting","50",,,,,,"https://md.schoolofdata.ch/N2TBG6iySjaKuueZHGSZRg?view","mmznr","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/63","Auswirkungen auf Luftqualität","60","Prototyping","20","Sieht man in der Schadstoffbelastung (NOX etc) Auswirkungen der Covid19-Epidemie?",,"https://team.opendata.ch/covid19mon/channels/luftqualitt",,"https://github.com/baffelli/covid-2019-air-quality",,"ugzren","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/65","Visualisierung Fallzahlen in den Kantonen","58","Prototyping","20","Die Fallzahlen sind eine wichtige Grundlage, um die Ausbreitung der Epidemie abschätzen zu können. Wir visualizieren!",,"https://team.opendata.ch/covid19mon/channels/lines-curves",,"https://md.schoolofdata.ch/qk2qGXHXSRSOwXMFzLKldw?view",,"chschoenenberger","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/76","Presentations","28","Researching","0","A meta-project with a summary of the sprint",,,,,"https://md.schoolofdata.ch/p/nSv8ks9-s","oleg","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/70","einanderhelfen.ch","2","Challenge","-1","Auf der Plattform einanderhelfen.ch kommen Menschen zusammen, die sich gegenseitig unterstützen.",,"https://www.einanderhelfen.ch/de/user_feedbacks/new","https://user-assets.sharetribe.com/images/communities/wide_logos/105042/header/banner_9.png?1584379670",,"https://www.einanderhelfen.ch","Cyrillthenerd","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/74","Make people understand the exponential growth of Covid-19","0","Challenge","-1","We understand math, we can use it to fit exponential and other models to existing data",,"https://t.me/mfexporona",,"https://medium.com/@tomaspueyo/coronavirus-act-today-or-people-will-die-f4d3d9cd99ca","https://platform.mindfire.global/quests/make-people-understand-the-nature-of-the-exponential-growth-of-covid-19","chriszol","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/67","Daten zur Netzauslastung","0","Challenge","-1",,,,,,"https://md.schoolofdata.ch/kD_UQKQ3Rv-C7sq53TV4LA?view","mmznr","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/75","Wie lange reichen die Betten in den Intensivstationen?","0","Challenge","-1","Anhand von Daten und Annahmen voraussagen, ob die Betten in den Intensivstationen auch in Zukunft reichen.",,"https://github.com/plotti/corona/issues",,"https://github.com/plotti/corona","https://corona-beds.herokuapp.com/","plotti","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
"24.03.20","https://db.schoolofdata.ch/project/69","Hilf-Jetzt.ch: Analysen und Verbesserungen","0","Challenge","-1","Die Webseite hilf-jetzt.ch vernetzt Menschen",,,"https://www.dropbox.com/sh/uzivx0owyfaczmd/AACvHP4UZ_S5T9bgQKf-7GQta?dl=0&preview=hilf-jetzt-logo--ohne-text.png","https://github.com/mmznrSTAT/covid19mon_hilfjetzt/blob/master/README.md",,"mmznr","https://db.schoolofdata.ch/event/7","Monitoring COVID-19 effects"
05.06.20,"https://hack.glam.opendata.ch/project/14","1914 in a Timeline","95","Launching","30","In this project, we are translating articles of two french-speaking newspapers from Switzerland from 1914 into German. ",,,"https://avatars1.githubusercontent.com/u/51910214?v=4","https://github.com/sandroanderes/GLAMhack2020","https://glamhack2020.sandroanderes.ch/","bernie","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/9","Europa meets Europe ","93","Supporting","50","Art project that connects the Jupiter moon Europa with the continent Europe thru the help of APIs.",,"https://app.slack.com/client/T01389WTSSX/C014MJZM1AS","http://mediapp.ch/glamhack2020/img/startpage.jpg","https://github.com/MartinVollenweider/Europa-meets-Europe.git","https://mediapp.ch/glamhack2020","mv24","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/17","Swiss Name Chart","89","Promoting","40","We connect names out of a data set and integrate the data into a map of Switzerland or some other visual form of a map.",,"https://www.fhgr.ch/en/degree-programmes/bachelors-degree-programmes/media-technology-and-it/multimedia-production/","http://portfolios.htwchur.ch/mmp19/lau/wp-content/uploads/sites/57/2020/06/Website_The_Names_Map_2-1568x919.jpg","https://github.com/mapsname","https://824189-6.web1.fh-htwchur.ch/#","Geruscha Lau FHGR","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/20","Art exhibitions, 1945-2020","88","Supporting","50","A user-friendly interface to visualize exhibition data from SIKART.ch on a map",,"https://glamhack2020.slack.com/archives/C014UH7EJCT","https://www.dropbox.com/s/8ix8lm0pjqf761r/glam-artexhibitions-image-v1.jpg?raw=1",,"https://public.tableau.com/profile/ishan.mishra8696#!/vizhome/ArtExhibition1945-2020/ArtistDashboard?publish=yes","GLAMoperator","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/11","Culture in Time","86","Promoting","40","Cultural Calendar using existing LOD on past and future productions, venues, artists, and works.",,"https://glamhack2020.slack.com/archives/C0150GLV03E","https://raw.githubusercontent.com/saumier/GLAMhack2020-Culture-inTime/master/images/Screen%20Shot%202020-06-06%20at%209.12.09%20AM.png","https://github.com/saumier/GLAMhack2020-Culture-inTime","https://culture-intime.herokuapp.com/","saumier","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/16","«MATCH WITH THE MOUNTAINS»","85","Promoting","40","We'd like to introduce the best matching mountain according to the users needs.",,"https://glamhack2020.slack.com/archives/C015LNPNQ8G","http://make.opendata.ch/wiki/_media/glam:capauliana_belveder_13931.1.jpg?cache=","https://234194-8.web1.fh-htwchur.ch/front-page.html","https://docs.google.com/document/d/e/2PACX-1vQX7kZUXbhgPIN7bB3XiYyWLBcyy4SLjt3StLPxhGBNX0LgzBMe-rcX01V9aXXMWxFGJa0m6P-0Civb/pub","nicolenett","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/4","swissAR","84","Supporting","50","swissAR is an augmented reality web app displaying relevant information about the user's surroundings.",,,"https://www.thomasweibel.ch/data/uploads/news/swissar_kl.png",,"https://www.thomasweibel.ch/swissar/","twb","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/7","Text Analysis Challenge: Detect Looted Art.","80","Promoting","40","Help Automate Analysis, Flagging and Ranking of Museum Art Provenance Texts by the Probability of a Hidden History",,"https://github.com/parisdata/GLAMhack2020/issues",,"https://www.openartdata.org/2020/06/art-provenance-dataset-text-analysis.html","https://www.openartdata.org/2020/06/art-provenance-dataset-text-analysis.html","LaZu","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/1","Sir Dridbot Glamhacker","76","Promoting","40","Surfacing archival open data with chatbots",,"https://app.slack.com/client/T01389WTSSX/C014FPW1DJT/","https://github.com/hackathons-ftw/dridbot/blob/glamhack2020/images/Logo_of_GlamBot.svg.png?raw=true","https://github.com/hackathons-ftw/dridbot/tree/glamhack2020","https://md.schoolofdata.ch/s/lHGmrMTjd#","oleg","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/10","Georeferencing and linking digitized archival Documents","72","Promoting","40",,,,"https://i.imgur.com/CGItUEF.jpg",,"https://docs.google.com/document/d/e/2PACX-1vSAsvWJ9bivqKtWqAHBEzGYu5wF0jj9W95XtSsqv-hcpfI8TJgNRVxNa6a0z-BgUxzTTP_oHLqmt3bQ/pub?embedded=true","n.kessler","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/3","#GLAMhack Aftermovie","62","Launching","30","Create an insight into the GLAMhack20 for the broad audience",,,,,"https://www.youtube.com/embed/u1Pgu7yxzEU","GLAMoperator","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/2","GLAM Inventory","54","Sketching","10","An inventory of all Swiss GLAM institutions",,"https://glamhack2020.slack.com/archives/C014T044ETX",,"https://opendata.swiss/de/dataset/isplus","https://md.schoolofdata.ch/s/O54UkeSId#","GLAMoperator","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/19","MountainHunt","50","Prototyping","20","Try to find on old photos the places, where they were taken and recreate it. ",,,,"https://github.com/jnussbaum/mountainhunt","https://459900-6.web1.fh-htwchur.ch/","Dynamo","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/21","Interactive Storytelling Across Generations","44","Researching","0","Developing digital learning in creative subjects ",,,"https://make.opendata.ch/wiki/_media/glam:scratch_screenshot2.png","https://wbd.ms/share/v2/aHR0cHM6Ly93aGl0ZWJvYXJkLm1pY3Jvc29mdC5jb20vYXBpL3YxLjAvd2hpdGVib2FyZHMvcmVkZWVtLzQ0YTY0ZjgyYzc0YjQxYzU4YzQyNWRhOTIxMmM1ODljX0JCQTcxNzYyLTEyRTAtNDJFMS1CMzI0LTVCMTMxRjQyNEUzRA==","https://drive.google.com/drive/folders/1RPN6oYb4KkxfbXP5lfULtESIBeuAk84f","sylviainpublic","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/8","Extra Moenia  ","20","Researching","0","Fuori le mura / Outside the walls",,,,,,"marta.pucciarelli","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/5","AGGA DB (VSA) - Kirchenarchive Schweiz","2","Challenge","-1","Create AGGA DB in RDF / LOD (conversion from Excel)",,,"http://make.opendata.ch/wiki/project:kirchenarchive","https://drive.google.com/open?id=1lo5iIYLAj7BCDhxuGyXGQr6AwPQ7dSOE","http://make.opendata.ch/wiki/project:kirchenarchive","jhagmann","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/6","Metadata Enhancement through Deep Learning","2","Challenge","-1","Create an app to semi-automatically add “depicts” statements to photographs on Wikimedia Commons.",,,"https://i.imgur.com/Zz1XqzK.png",,"https://www.dropbox.com/sh/19xssbc21gwve94/AADl0EKIagBXj3tVnD_OGKyTa?dl=0","KriGoo","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/13","Genre categories","2","Challenge","-1","Suggesting a discussion on how detailed you should be when defining genre categories. ",,,,"https://ibsenstage.hf.uio.no/",,"niname","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/15","Data Entry Wizard","2","Challenge","-1","A data entry wizard with a friendly user interface to guide users in applying the correct classes and properties.",,,,,"https://www.typeform.com/product/","saumier","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
05.06.20,"https://hack.glam.opendata.ch/project/12","SFA Data Challenge","0","Challenge","-1","Write an app using our data search API connecting to our online catalogue",,"https://glamhack2020.slack.com/archives/C0150GMJS20","https://www.bar.admin.ch/bar/en/home/research/searching/project-online-access/_jcr_content/par/image_1085373367/image.imagespooler.jpg/1589964220338/roadmap-challenge_flyer_EN.jpg","https://www.recherche.bar.admin.ch/recherche/#/en/information/api","https://www.bar.admin.ch/dam/bar/en/dokumente/diverses/roadmap-challenge_flyer_final_EN.pdf.download.pdf/roadmap-challenge_flyer_final_EN.pdf","SFA","https://hack.glam.opendata.ch/event/1","GLAMhack 2020"
28.08.20,"https://hack.opendata.ch/project/466","Read your own Smart Meter","122","Supporting","50","Lokale Schnittstelle zu Smart Meter inkl. Darstellung auf Web Oberfläche",,"https://github.com/aselviar/cii_read_your_sm/issues","https://raw.githubusercontent.com/derrickoswald/cii_read_your_sm/master/img/dashboard.png","https://github.com/aselviar/cii_read_your_sm",,"nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/507","E-Mobility Behavior Analysis","105","Promoting","40",,,"https://github.com/magnetilo/energy_hackdays_2020_05_emob_behavior_analysis/issues","https://avatars3.githubusercontent.com/u/10993772?v=4","https://github.com/magnetilo/energy_hackdays_2020_05_emob_behavior_analysis","https://github.com/magnetilo/energy_hackdays_2020_05_emob_behavior_analysis/blob/master/README.md#energy-hackdays-2020-group-05-e-mobility-behavior-analysis","nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/467","Cheapest Charging Around","93","Prototyping","20","Weiterentwicklung der BfE-Info-Plattform; «Ich tanke Strom.ch»; Verbesserung der Transparenz",,"https://github.com/BaseCrusher/Cheapest-Charging-Around-Open-Energy-Data-Hackdays/issues","https://avatars2.githubusercontent.com/u/12885003?v=4","https://github.com/BaseCrusher/Cheapest-Charging-Around-Open-Energy-Data-Hackdays","https://md.schoolofdata.ch/7wV5czYKSb2R6_zJiD8PyA#","nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/599","PV self-consumption optimization","92","Launching","30","Evaluate and optimize trade-offs in the design of battery storage for PV systems",,"https://app.slack.com/client/TU06FHE4F/C019AS2Q4GM/thread/C019JD0QJJY-1598610327.009400","https://avatars0.githubusercontent.com/u/70436568?v=4","https://github.com/ehackdays/PV-Optimisation","https://docs.google.com/spreadsheets/d/1do9f6oVBUL3lv-VN8X_TGXpjbetuY68Oa-nTt8-lW0M/copy","jonas_huber","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/598","Smart Meter Anomaly Detection","88","Launching","30","Challenge #14: ""Anomaly Detection for Smart Meter Devices"" from the open energy hackdays 2020",,"https://github.com/nidDrBiglr/energy-hackdays-anomaly-detection/issues","https://raw.githubusercontent.com/nidDrBiglr/energy-hackdays-anomaly-detection/master/meter-ui/src/assets/logo.png","https://github.com/nidDrBiglr/energy-hackdays-anomaly-detection","https://www.youtube.com/embed/tHPd631CEBU","nidDrBiglr","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/600","Empower the People with Smart Meter Data","81","Promoting","40",,,"https://openenergydat-ehr6560.slack.com/archives/C019AS8NQP7",,"https://www.figma.com/proto/b0tYMzO51sRp4McNm7A8qF/Open-Energy-Hackdays?node-id=16%3A46&scaling=min-zoom","https://speakerdeck.com/player/0cacae97d6ca448198462d89af0ae68a?title=false&skipResize=true","Eclara","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/461","Optimization of District Heating","77","Prototyping","20","Energieverbrauch von Fernwärmeanlagen minimieren, insb. der Einsatz von Spitzenlast-Kesseln (fossile Brennstoffen)",,"https://github.com/district-heating-2020/data_analysis/issues","https://github.com/district-heating-2020/data_analysis/blob/master/doc/pictures/Speicher.JPG?raw=true","https://github.com/district-heating-2020/data_analysis","https://github.com/district-heating-2020/data_analysis/blob/master/pitch/01%20pitch%20rev01.pdf","nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/468","Energy data visualization","70","Launching","30","Energy data are diverse. How do we present them interactively and informatively?",,,,,"https://demo.codimd.org/s/SJ2pyTD7D#","nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/471","ML Wind Power-Prediction ","63","Launching","30",,,"https://openenergydat-ehr6560.slack.com/archives/C01A232S53J",,"https://md.schoolofdata.ch/kecN4QN2RdWcDVQaqkH5wA?view",,"nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/543","Put CH on Electricity Map","62","Prototyping","20","Raise awareness and support global climate goals",,"https://openenergydat-ehr6560.slack.com/archives/CUZDUCFA9",,,"https://md.schoolofdata.ch/rVnlqucuS4-sJTsfgk_0ZQ?view","oleg_old","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/545","LocationAI","58","Launching","30","Know the neighbourhood of your customer",,"https://openenergydat-ehr6560.slack.com/archives/CUZCQRP6U",,,"https://speakerdeck.com/player/f1690cba5b484d3585aa0ddc19f25b7e?title=false&skipResize=true","oleg_old","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/506","Photovoltaic: Where is it Best?","56","Sketching","10","Where solar photovoltaics make the most sense",,"https://openenergydat-ehr6560.slack.com/archives/CUN1RB0N7",,"https://github.com/xiaoshir/Photovoltaic-Where-is-it-Best-","https://md.schoolofdata.ch/uxm9hAUMQECO5beIHCG99g?view","nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/582","Unleashing the Swiss Smartmeter's CII","54","Prototyping","20","Empower citizens to use their energy data. Using the smartmeter's CII beyond visualisation to steer local consumption.",,"http://Gantrisch-Energie.ch/",,"https://github.com/tamberg/makeopendata-smart-meter-interop",,"GEAG","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/571","Distributed analytics for asset management","50","Launching","30","Using AI to predict how power transformers will fail, and what to watch out for",,,,,,"Abreise ","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/463","Client-Analysis 2.0 ","42","Sketching","10","and the power of open data",,"https://openenergydat-ehr6560.slack.com/archives/CUZCQRP6U",,,"https://speakerdeck.com/player/630b676236e04830bd3802865dfee042?title=false&skipResize=true","nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/464","PV Optimisation","0","Challenge","-1",,,,,"https://github.com/zuzfil/PV-Optimisation/tree/master/","https://data.okfn.org/tools/view?url=https%3A%2F%2Fraw.githubusercontent.com%2Fzuzfil%2FPV-Optimisation%2Fmaster%2Fdatapackage.json","nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/595","ML: Knowledge discovery from energy data","0","Challenge","-1"," Energy data has multiple dimensions. Where are the most surprising changes?",,,,,,"nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/504","Smart Meters: New Uses ","0","Challenge","-1",,,,,,,"nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/508","Performance GAP Buildings","0","Challenge","-1",,,,,,"https://md.schoolofdata.ch/L-rxBYlgRbW4UPp3phGnFQ?view","nikki_böhler","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/579","Challenge: Anomaly Detection","0","Challenge","-1","Participants are asked to use machine learning in order to identify abnormal consumption from smart meter data.",,,,,,"portia90","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
28.08.20,"https://hack.opendata.ch/project/544","Integrations for North App","0","Challenge","-1","Reduce your climate Impact CH",,"https://openenergydat-ehr6560.slack.com/archives/CUZDK2KEU",,,"https://md.schoolofdata.ch/jBYAn_ouQiS38p2QNn69IA?view","oleg_old","https://hack.opendata.ch/event/31","Energy Hackdays 2020"
04.09.20,"https://hack.opendata.ch/project/589","EVAS - Automatisiertes Auslaufjournal #17","78","Launching","30","Automatisierung der Einträge im Auslaufjournal",,"https://openfarminghackdays.slack.com/archives/C019LPS071V",,"https://github.com/OpenFarmingHackdays-C17/E-VAS","https://speakerdeck.com/player/3c3713efdd2d45b1a236df0f783798da?title=false&skipResize=true","Markus Gusset","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/577","Drop Advisor #7","77","Launching","30",,,,,"https://github.com/anni-/07_SmarteBewaesserung","https://speakerdeck.com/player/e0b3d8cb543f42f0bcdcefd2213593fa?title=false&skipResize=true","CWOI","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/563","Die gesunde Kuh #2","59","Prototyping","20","Früherkennung von Krankheiten zur Reduktion von Medikamenten-Einsatz","02-früherkennung-milchkuh","https://openfarminghackdays.slack.com/archives/C01AE4HUQ57",,,"https://speakerdeck.com/player/60edf77b920a49a2b5c9de8de2a9bdd9?title=false&skipResize=true","nikki_böhler","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/565","Decision Support Besamung #6","52","Sketching","10","Decision Making Tool als Entscheidungshilfe für Besamungsentscheidung",,"https://openfarminghackdays.slack.com/archives/C01A1FTU1EE",,"https://github.com/schoolofdata-ch/openfarming-Decision-Support","https://nbviewer.jupyter.org/github/schoolofdata-ch/openfarming-Decision-Support/blob/master/DataCleaning.ipynb","nikki_böhler","https://hack.opendata.ch/event/34","Open Farming Hackdays"
